YEAR,MONTH,PLACE,NO2,O3,CO,SO2,PM10,PM25
2013,6,청계천,0.054,0.03,0.5,0.008,43,
2013,6,청량리,0.054,0.024,0.6,0.005,53,
2013,6,태릉,0.05,0.02,0.6,0.004,43,
2013,5,강남구,0.038,0.038,0.5,0.007,57,
2013,5,강동구,0.035,0.027,0.6,0.004,53,
2013,5,강변북로,0.065,0.017,0.6,0.005,66,
2013,5,강북구,0.033,0.031,0.4,0.006,58,
2013,5,강서구,0.04,0.037,0.6,0.01,56,
2013,5,공항로,0.05,0.031,0.6,0.008,70,
2013,5,관악구,0.03,0.035,0.5,0.006,56,
2013,5,광진구,0.031,0.033,0.6,0.005,57,
2013,5,구로구,0.032,0.032,0.5,0.006,58,
2013,5,금천구,0.038,0.034,0.3,0.008,55,
2013,5,길동,0.052,0.025,0.4,0.006,55,
2013,5,내부순환,0.041,0.04,0.5,0.006,60,
2013,5,노원구,0.035,0.04,0.4,0.006,55,
2013,5,도봉구,0.035,0.037,0.5,0.005,55,
2013,5,동대문,0.056,0.021,0.6,0.008,64,
2013,5,동대문구,0.04,0.036,0.5,0.007,56,
2013,5,동작구,0.031,0.037,0.4,0.009,52,39
2013,5,동작대로,0.053,0.019,0.6,0.006,62,37
2013,5,마포구,0.036,0.044,0.6,0.006,60,
2013,5,서대문구,0.03,0.028,0.3,0.004,55,
2013,5,서울역,0.061,0.02,0.8,0.006,66,
2013,5,서초구,0.035,0.031,0.5,0.006,55,
2013,5,성동구,0.031,0.026,0.4,0.003,53,3
2013,5,성북구,0.041,0.028,0.5,0.005,53,
2013,5,송파구,0.034,0.037,0.4,0.005,54,
2013,5,신사동,0.051,0.024,0.8,0.005,59,29
2013,5,신촌,0.059,0.018,0.9,0.005,70,
2013,5,양재대로,0.063,0.015,0.7,0.006,70,
2013,5,양천구,0.036,0.044,0.4,0.007,56,
2013,5,영등포,0.067,0.017,0.8,0.009,62,
2013,5,영등포구,0.036,0.037,0.5,0.005,56,
2013,5,용산구,0.035,0.035,0.5,0.006,54,
2013,5,은평구,0.033,0.03,0.6,0.005,56,
2013,5,종로,0.053,0.026,0.6,0.006,59,
2013,5,종로구,0.039,0.032,0.5,0.009,58,
2013,5,중구,0.048,0.032,0.5,0.005,56,
2013,5,중랑구,0.028,0.031,0.5,0.005,54,
2013,5,청계천,0.054,0.019,0.8,0.009,63,
2013,5,청량리,0.06,0.023,0.6,0.007,72,
2013,5,태릉,0.052,0.021,0.7,0.005,60,
2013,4,강남구,0.037,0.03,0.5,0.006,55,
2013,4,강동구,0.035,0.027,0.6,0.005,50,
2013,4,강변북로,0.059,0.016,0.6,0.005,63,41
2013,4,강북구,0.033,0.031,0.4,0.005,52,
2013,4,강서구,0.038,0.033,0.5,0.009,52,
2013,4,공항로,0.043,0.03,0.6,0.007,68,31
2013,4,관악구,0.032,0.031,0.6,0.005,53,
2013,4,광진구,0.03,0.029,0.6,0.004,54,
2013,4,구로구,0.033,0.029,0.5,0.006,57,
2013,4,금천구,0.037,0.032,0.4,0.007,52,
2013,4,길동,0.048,0.022,0.4,0.008,50,28
2013,4,내부순환,0.039,0.036,0.5,0.006,56,26
2013,4,노원구,0.032,0.036,0.5,0.006,50,
2013,4,도봉구,0.032,0.034,0.5,0.005,49,
2013,4,동대문,0.05,0.025,0.5,0.007,62,37
2013,4,동대문구,0.034,0.034,0.5,0.006,54,
2013,4,동작구,0.031,0.034,0.5,0.008,50,
2013,4,동작대로,0.052,0.019,0.6,0.005,61,35
2013,4,마포구,0.035,0.033,0.6,0.005,56,
2013,4,서대문구,0.033,0.039,0.6,0.004,52,
2013,4,서울역,0.055,0.023,0.8,0.006,63,24
2013,4,서초구,0.033,0.029,0.5,0.005,53,
2013,4,성동구,0.031,0.027,0.4,0.003,52,
2013,4,성북구,0.034,0.025,0.5,0.004,47,
2013,4,송파구,0.032,0.033,0.5,0.004,50,
2013,4,신사동,0.044,0.023,0.9,0.005,57,27
2013,4,신촌,0.053,0.016,0.9,0.005,68,33
2013,4,양재대로,0.065,0.015,0.8,0.006,68,35
2013,4,양천구,0.034,0.038,0.4,0.006,55,
2013,4,영등포,0.062,0.018,0.9,0.008,61,31
2013,4,영등포구,0.036,0.032,0.6,0.005,53,
2013,4,용산구,0.034,0.03,0.6,0.006,50,
2013,4,은평구,0.031,0.026,0.6,0.005,52,
2013,4,종로,0.047,0.026,0.5,0.005,55,31
2013,4,종로구,0.038,0.029,0.5,0.007,54,
2013,4,중구,0.042,0.028,0.5,0.006,51,
2013,4,중랑구,0.03,0.03,0.5,0.005,53,
2013,4,청계천,0.047,0.021,0.7,0.008,55,33
2013,4,청량리,0.051,0.021,0.5,0.007,67,37
2013,4,태릉,0.047,0.019,0.7,0.005,58,35
2013,3,강남구,0.04,0.017,0.5,0.006,59,
2013,3,강동구,0.039,0.02,0.7,0.006,54,
2013,3,강변북로,0.059,0.012,0.7,0.006,66,
2013,3,강북구,0.036,0.026,0.4,0.006,56,
2013,3,강서구,0.042,0.027,0.6,0.008,54,21
2013,3,공항로,0.038,0.025,0.6,0.007,74,
2013,3,관악구,0.038,0.026,0.6,0.006,54,
2013,3,광진구,0.034,0.022,0.6,0.005,59,23
2013,3,구로구,0.036,0.021,0.6,0.006,59,
2013,3,금천구,0.038,0.024,0.5,0.007,55,
2013,3,길동,0.052,0.019,0.5,0.006,57,
2013,3,내부순환,0.041,0.027,0.5,0.006,59,
2013,3,노원구,0.037,0.029,0.5,0.007,55,
2013,3,도봉구,0.035,0.027,0.6,0.005,52,
2013,3,동대문,0.049,0.02,0.5,0.007,62,
2013,3,동대문구,0.037,0.024,0.5,0.007,57,
2013,3,동작구,0.034,0.025,0.4,0.009,52,
2013,3,동작대로,0.054,0.014,0.7,0.006,65,
2013,3,마포구,0.037,0.023,0.6,0.006,58,
2013,3,서대문구,0.034,0.03,0.6,0.005,52,
2013,3,서울역,0.055,0.02,0.9,0.007,65,
2013,3,서초구,0.038,0.024,0.5,0.006,57,
2013,3,성동구,0.029,0.019,0.4,0.004,59,
2013,3,성북구,0.039,0.021,0.6,0.005,49,
2013,3,송파구,0.037,0.025,0.5,0.005,54,
2013,3,신사동,0.049,0.015,0.9,0.005,62,27
2013,3,신촌,0.054,0.012,0.9,0.006,72,
2013,3,양재대로,0.066,0.01,0.7,0.006,71,
2013,3,양천구,0.038,0.025,0.4,0.007,59,
2013,3,영등포,0.06,0.015,0.9,0.008,67,
2013,3,영등포구,0.034,0.021,0.7,0.007,58,
2013,3,용산구,0.035,0.019,0.6,0.007,51,
2013,3,은평구,0.034,0.021,0.5,0.006,53,
2013,3,종로,0.045,0.019,0.7,0.006,58,
2013,3,종로구,0.04,0.023,0.6,0.008,56,
2013,3,중구,0.039,0.022,0.4,0.006,49,
2013,3,중랑구,0.036,0.023,0.6,0.006,61,
2013,3,청계천,0.049,0.018,0.8,0.008,59,
2013,3,청량리,0.053,0.017,0.5,0.008,67,
2013,3,태릉,0.049,0.016,0.7,0.005,61,
2013,2,강남구,0.046,0.013,0.5,0.006,47,
2013,2,강동구,0.037,0.015,0.7,0.005,42,
2013,2,강변북로,0.055,0.01,0.7,0.006,52,35
2013,2,강북구,0.034,0.02,0.4,0.005,45,
2013,2,강서구,0.042,0.019,0.5,0.007,46,22
2013,2,공항로,0.037,0.019,0.6,0.006,55,3
2013,2,관악구,0.041,0.019,0.7,0.006,43,
2013,2,광진구,0.035,0.018,0.7,0.005,44,
2013,2,구로구,0.037,0.015,0.6,0.007,48,
2013,2,금천구,0.039,0.017,0.7,0.008,46,
2013,2,길동,0.052,0.013,0.6,0.006,48,24
2013,2,내부순환,0.043,0.019,0.6,0.006,49,22
2013,2,노원구,0.039,0.02,0.5,0.007,45,
2013,2,도봉구,0.034,0.023,0.6,0.006,41,
2013,2,동대문,0.043,0.014,0.5,0.006,51,35
2013,2,동대문구,0.035,0.018,0.6,0.006,46,
2013,2,동작구,0.039,0.015,0.6,0.009,43,
2013,2,동작대로,0.056,0.01,0.8,0.006,56,33
2013,2,마포구,0.04,0.018,0.7,0.006,47,
2013,2,서대문구,0.034,0.023,0.6,0.005,42,
2013,2,서울역,0.051,0.016,0.7,0.006,53,25
2013,2,서초구,0.039,0.018,0.6,0.006,47,
2013,2,성동구,0.031,0.015,0.4,0.007,46,
2013,2,성북구,0.04,0.017,0.8,0.006,40,
2013,2,송파구,0.037,0.019,0.6,0.006,40,
2013,2,신사동,0.049,0.012,0.9,0.006,51,26
2013,2,신촌,0.053,0.009,0.9,0.006,60,3
2013,2,양재대로,0.065,0.007,0.8,0.007,58,38
2013,2,양천구,0.041,0.016,0.5,0.006,50,
2013,2,영등포,0.056,0.01,0.9,0.007,55,29
2013,2,영등포구,0.033,0.016,0.8,0.008,49,
2013,2,용산구,0.04,0.014,0.7,0.006,43,
2013,2,은평구,0.034,0.019,0.7,0.006,43,
2013,2,종로,0.043,0.016,0.7,0.006,49,31
2013,2,종로구,0.039,0.019,0.5,0.007,44,24
2013,2,중구,0.038,0.021,0.6,0.006,39,
2013,2,중랑구,0.037,0.018,0.6,0.006,47,
2013,2,청계천,0.051,0.014,0.7,0.006,46,3
2013,2,청량리,0.052,0.01,0.7,0.008,58,38
2013,2,태릉,0.051,0.012,0.8,0.006,50,27
2013,1,강남구,0.054,0.009,0.7,0.008,67,
2013,1,강동구,0.037,0.01,0.9,0.006,62,
2013,1,강변북로,0.057,0.008,0.9,0.007,67,
2013,1,강북구,0.042,0.012,0.7,0.007,64,
2013,1,강서구,0.052,0.012,0.7,0.009,64,
2013,1,공항로,0.044,0.011,0.9,0.007,76,
2013,1,관악구,0.047,0.012,0.9,0.008,60,
2013,1,광진구,0.042,0.013,0.9,0.007,65,
2013,1,구로구,0.044,0.01,0.9,0.008,65,
2013,1,금천구,0.05,0.014,1.1,0.01,66,
2013,1,길동,0.057,0.008,0.8,0.008,65,
2013,1,내부순환,0.049,0.014,0.8,0.008,68,
2013,1,노원구,0.048,0.014,0.7,0.009,73,
2013,1,도봉구,0.044,0.015,0.9,0.009,61,
2013,1,동대문,0.047,0.009,0.7,0.008,75,
2013,1,동대문구,0.039,0.012,0.9,0.007,66,
2013,1,동작구,0.047,0.009,0.8,0.01,66,
2013,1,동작대로,0.061,0.007,1,0.007,75,
2013,1,마포구,0.048,0.013,0.9,0.008,68,
2013,1,서대문구,0.04,0.017,0.7,0.007,60,
2013,1,서울역,0.055,0.007,1,0.008,71,
2013,1,서초구,0.047,0.015,0.9,0.007,65,
2013,1,성동구,0.045,0.008,0.8,0.006,66,
2013,1,성북구,0.047,0.012,1,0.008,59,
2013,1,송파구,0.045,0.013,0.9,0.007,58,
2013,1,신사동,0.057,0.01,0.9,0.007,69,4
2013,1,신촌,0.061,0.007,1.2,0.007,85,
2013,1,양재대로,0.07,0.005,1.2,0.009,78,
2013,1,양천구,0.048,0.011,0.8,0.008,67,
2013,1,영등포,0.06,0.007,1.2,0.007,74,
2013,1,영등포구,0.042,0.011,1,0.01,68,
2013,1,용산구,0.051,0.011,1.2,0.007,60,
2013,1,은평구,0.04,0.014,0.9,0.008,59,
2013,1,종로,0.053,0.011,0.9,0.007,64,
2013,1,종로구,0.045,0.013,0.6,0.009,62,36
2013,1,중구,0.043,0.012,0.8,0.009,56,
2013,1,중랑구,0.043,0.013,0.8,0.008,70,
2013,1,청계천,0.058,0.01,0.8,0.008,62,
2013,1,청량리,0.055,0.007,1,0.009,83,
2013,1,태릉,0.057,0.008,1.1,0.007,83,
2012,12,강남구,0.048,0.009,0.5,0.005,43,
2012,12,강동구,0.031,0.009,0.6,0.004,40,
2012,12,강변북로,0.048,0.008,0.8,0.006,45,35
2012,12,강북구,0.034,0.012,0.6,0.005,33,
2012,12,강서구,0.038,0.011,0.6,0.006,42,
2012,12,공항로,0.032,0.011,0.7,0.005,52,33
2012,12,관악구,0.038,0.012,0.8,0.006,40,
2012,12,광진구,0.034,0.012,0.7,0.005,41,29
2012,12,구로구,0.037,0.011,0.7,0.006,43,
2012,12,금천구,0.042,0.012,0.9,0.008,42,
2012,12,길동,0.049,0.009,0.7,0.006,44,27
2012,12,내부순환,0.043,0.012,0.7,0.006,45,24
2012,12,노원구,0.04,0.013,0.6,0.007,43,
2012,12,도봉구,0.033,0.015,0.7,0.007,41,
2012,12,동대문,0.044,0.01,0.6,0.006,35,3
2012,12,동대문구,0.033,0.011,1.1,0.005,43,
2012,12,동작구,0.04,0.009,0.7,0.008,48,
2012,12,동작대로,0.053,0.007,0.8,0.006,50,33
2012,12,마포구,0.033,0.011,0.8,0.006,43,
2012,12,서대문구,0.032,0.015,0.5,0.005,39,
2012,12,서울역,0.048,0.005,0.9,0.005,46,25
2012,12,서초구,0.039,0.012,0.7,0.006,41,
2012,12,성동구,0.034,0.008,0.7,0.004,44,
2012,12,성북구,0.041,0.012,0.9,0.006,38,
2012,12,송파구,0.038,0.012,0.7,0.006,38,
2012,12,신사동,0.047,0.007,1,0.005,45,26
2012,12,신촌,0.053,0.007,1,0.006,59,32
2012,12,양재대로,0.061,0.006,1.1,0.007,53,35
2012,12,양천구,0.039,0.011,0.6,0.006,42,
2012,12,영등포,0.051,0.007,1,0.007,49,31
2012,12,영등포구,0.036,0.01,0.9,0.007,46,
2012,12,용산구,0.038,0.011,0.9,0.005,39,
2012,12,은평구,0.035,0.012,0.6,0.005,40,
2012,12,종로,0.047,0.011,0.7,0.005,41,31
2012,12,종로구,0.033,0.012,0.5,0.006,39,24
2012,12,중구,0.035,0.012,0.7,0.007,37,
2012,12,중랑구,0.037,0.011,0.8,0.006,47,
2012,12,청계천,0.05,0.01,0.8,0.006,42,28
2012,12,청량리,0.049,0.008,0.5,0.007,56,3
2012,12,태릉,0.049,0.008,0.9,0.006,45,29
2012,11,강남구,0.044,0.011,0.4,0.005,44,
2012,11,강동구,0.033,0.011,0.5,0.004,41,
2012,11,강변북로,0.049,0.008,0.7,0.004,48,34
2012,11,강북구,0.034,0.013,0.5,0.004,38,
2012,11,강서구,0.032,0.01,0.6,0.006,44,28
2012,11,공항로,0.034,0.01,0.6,0.004,57,28
2012,11,관악구,0.035,0.014,0.7,0.005,40,
2012,11,광진구,0.03,0.013,0.6,0.004,42,22
2012,11,구로구,0.033,0.012,0.6,0.005,43,
2012,11,금천구,0.036,0.012,0.8,0.006,34,
2012,11,길동,0.05,0.008,0.7,0.005,39,24
2012,11,내부순환,0.041,0.012,0.6,0.005,44,21
2012,11,노원구,0.036,0.013,0.5,0.006,42,
2012,11,도봉구,0.029,0.014,0.6,0.005,39,
2012,11,동대문,0.044,0.011,0.6,0.005,36,28
2012,11,동대문구,0.034,0.011,0.9,0.004,44,
2012,11,동작구,0.035,0.01,0.6,0.007,49,
2012,11,동작대로,0.052,0.007,0.8,0.005,52,3
2012,11,마포구,0.025,0.011,0.6,0.005,44,
2012,11,서대문구,0.032,0.014,0.5,0.004,40,
2012,11,서울역,0.046,0.005,0.8,0.005,48,22
2012,11,서초구,0.038,0.011,0.6,0.005,45,
2012,11,성동구,0.028,0.009,0.6,0.003,44,
2012,11,성북구,0.038,0.014,0.8,0.005,39,
2012,11,송파구,0.033,0.013,0.6,0.005,40,
2012,11,신사동,0.044,0.009,0.9,0.004,45,25
2012,11,신촌,0.047,0.008,1,0.005,60,3
2012,11,양재대로,0.06,0.006,1,0.006,56,34
2012,11,양천구,0.036,0.012,0.5,0.006,42,
2012,11,영등포,0.053,0.006,0.8,0.006,48,28
2012,11,영등포구,0.028,0.011,0.8,0.008,47,
2012,11,용산구,0.035,0.011,0.5,0.005,42,
2012,11,은평구,0.033,0.013,0.5,0.004,41,
2012,11,종로,0.044,0.01,0.7,0.005,40,28
2012,11,종로구,0.03,0.011,0.4,0.007,43,22
2012,11,중구,0.035,0.012,0.5,0.006,38,
2012,11,중랑구,0.032,0.013,0.5,0.004,44,
2012,11,청계천,0.047,0.009,0.8,0.005,46,27
2012,11,청량리,0.047,0.006,0.8,0.008,53,28
2012,11,태릉,0.047,0.007,0.8,0.005,51,4
2012,10,강남구,0.036,0.014,0.5,0.005,37,
2012,10,강동구,0.031,0.02,0.4,0.005,32,
2012,10,강변북로,0.055,0.009,0.6,0.003,40,29
2012,10,강북구,0.034,0.018,0.4,0.003,29,
2012,10,강서구,0.03,0.015,0.4,0.005,34,
2012,10,공항로,0.034,0.012,0.5,0.003,44,21
2012,10,관악구,0.034,0.021,0.5,0.004,31,
2012,10,광진구,0.032,0.017,0.5,0.003,33,
2012,10,구로구,0.033,0.018,0.5,0.004,30,
2012,10,금천구,0.034,0.018,0.6,0.005,32,
2012,10,길동,0.05,0.012,0.6,0.004,33,19
2012,10,내부순환,0.039,0.016,0.5,0.004,34,18
2012,10,노원구,0.033,0.017,0.4,0.005,30,
2012,10,도봉구,0.027,0.018,0.5,0.004,31,
2012,10,동대문,0.046,0.015,0.5,0.008,35,24
2012,10,동대문구,0.035,0.017,0.7,0.004,34,
2012,10,동작구,0.032,0.017,0.4,0.007,37,
2012,10,동작대로,0.055,0.008,0.7,0.004,41,23
2012,10,마포구,0.022,0.017,0.5,0.004,34,
2012,10,서대문구,0.02,0.022,0.5,0.005,29,
2012,10,서울역,0.049,0.006,0.7,0.004,39,17
2012,10,서초구,0.039,0.016,0.5,0.004,35,
2012,10,성동구,0.027,0.012,0.3,0.003,35,
2012,10,성북구,0.032,0.018,0.5,0.004,31,
2012,10,송파구,0.032,0.017,0.6,0.004,33,
2012,10,신사동,0.046,0.01,0.7,0.003,36,19
2012,10,신촌,0.053,0.009,0.9,0.004,42,23
2012,10,양재대로,0,0.006,0.8,0.004,45,27
2012,10,양천구,0.034,0.018,0.4,0.004,37,
2012,10,영등포,0.055,0.009,0.6,0.005,36,2
2012,10,영등포구,0.025,0.018,0.7,0.007,36,
2012,10,용산구,0.033,0.015,0.3,0.003,32,
2012,10,은평구,0.032,0.019,0.4,0.003,32,
2012,10,종로,0.046,0.013,0.6,0.004,36,2
2012,10,종로구,0.029,0.017,0.3,0.007,34,18
2012,10,중구,0.034,0.016,0.4,0.006,30,
2012,10,중랑구,0.029,0.018,0.4,0.003,34,
2012,10,청계천,0.055,0.012,0.7,0.005,37,21
2012,10,청량리,0.048,0.009,0.6,0.006,46,25
2012,10,태릉,0.049,0.009,0.7,0.004,43,35
2012,9,강남구,0.035,0.015,0.5,0.004,32,
2012,9,강동구,0.023,0.027,0.3,0.005,25,
2012,9,강변북로,0.049,0.012,0.5,0.002,33,23
2012,9,강북구,0.025,0.019,0.4,0.003,32,
2012,9,강서구,0.026,0.02,0.3,0.005,29,15
2012,9,공항로,0.029,0.015,0.4,0.003,36,19
2012,9,관악구,0.029,0.023,0.5,0.003,27,
2012,9,광진구,0.027,0.022,0.5,0.003,25,14
2012,9,구로구,0.03,0.024,0.5,0.004,28,
2012,9,금천구,0.03,0.021,0.5,0.004,32,
2012,9,길동,0.044,0.017,0.6,0.003,28,18
2012,9,내부순환,0.037,0.017,0.4,0.003,29,14
2012,9,노원구,0.023,0.02,0.4,0.004,25,
2012,9,도봉구,0.024,0.023,0.5,0.004,23,
2012,9,동대문,0.038,0.015,0.5,0.005,31,21
2012,9,동대문구,0.031,0.019,0.3,0.003,27,
2012,9,동작구,0.029,0.021,0.4,0.007,32,
2012,9,동작대로,0.057,0.009,0.7,0.004,35,2
2012,9,마포구,0.026,0.022,0.5,0.003,27,
2012,9,서대문구,0.017,0.026,0.4,0.004,23,
2012,9,서울역,0.043,0.006,0.6,0.003,32,15
2012,9,서초구,0.035,0.019,0.4,0.004,28,
2012,9,성동구,0.025,0.025,0.3,0.004,27,
2012,9,성북구,0.022,0.021,0.5,0.003,23,
2012,9,송파구,0.022,0.02,0.5,0.003,25,
2012,9,신사동,0.043,0.014,0.9,0.002,29,17
2012,9,신촌,0.052,0.012,0.8,0.003,32,21
2012,9,양재대로,0.062,0.007,0.8,0.003,39,25
2012,9,양천구,0.03,0.021,0.4,0.003,33,
2012,9,영등포,0.052,0.011,0.5,0.006,28,18
2012,9,영등포구,0.022,0.021,0.5,0.006,31,
2012,9,용산구,0.028,0.019,0.4,0.003,26,
2012,9,은평구,0.023,0.024,0.4,0.002,26,
2012,9,종로,0.048,0.014,0.6,0.004,31,18
2012,9,종로구,0.025,0.021,0.3,0.006,27,15
2012,9,중구,0.027,0.019,0.4,0.004,24,
2012,9,중랑구,0.024,0.021,0.3,0.002,27,
2012,9,청계천,0.047,0.014,0.7,0.006,29,18
2012,9,청량리,0.046,0.011,0.6,0.006,30,23
2012,9,태릉,0.048,0.009,0.7,0.003,36,3
2012,8,강남구,0.028,0.017,0.4,0.004,25,
2012,8,강동구,0.016,0.025,0.2,0.005,20,
2012,8,강변북로,0.042,0.014,0.5,0.002,29,2
2012,8,강북구,0.017,0.023,0.3,0.003,28,
2012,8,강서구,0.018,0.023,0.4,0.005,23,16
2012,8,공항로,0.025,0.022,0.3,0.002,26,16
2012,8,관악구,0.02,0.029,0.4,0.003,20,
2012,8,광진구,0.02,0.025,0.5,0.003,20,14
2012,8,구로구,0.018,0.03,0.4,0.003,21,
2012,8,금천구,0.02,0.025,0.3,0.004,30,
2012,8,길동,0.034,0.021,0.6,0.003,27,19
2012,8,내부순환,0.032,0.022,0.4,0.003,25,12
2012,8,노원구,0.015,0.023,0.3,0.003,23,
2012,8,도봉구,0.017,0.03,0.4,0.003,19,
2012,8,동대문,0.027,0.016,0.4,0.004,23,19
2012,8,동대문구,0.021,0.024,0.4,0.003,22,
2012,8,동작구,0.02,0.023,0.3,0.006,27,
2012,8,동작대로,0.053,0.011,0.6,0.004,28,15
2012,8,마포구,0.016,0.026,0.4,0.003,21,
2012,8,서대문구,0.018,0.023,0.3,0.003,18,
2012,8,서울역,0.036,0.007,0.6,0.004,29,12
2012,8,서초구,0.021,0.024,0.4,0.004,22,
2012,8,성동구,0.017,0.022,0.3,0.002,16,
2012,8,성북구,0.016,0.025,0.4,0.002,19,
2012,8,송파구,0.017,0.024,0.5,0.003,18,
2012,8,신사동,0.027,0.019,0.7,0.002,23,15
2012,8,신촌,0.045,0.013,0.8,0.003,26,19
2012,8,양재대로,0.058,0.009,0.7,0.004,34,22
2012,8,양천구,0.02,0.023,0.3,0.003,24,
2012,8,영등포,0.045,0.008,0.8,0.006,21,15
2012,8,영등포구,0.018,0.023,0.6,0.005,23,
2012,8,용산구,0.022,0.023,0.4,0.003,21,
2012,8,은평구,0.015,0.026,0.5,0.003,21,
2012,8,종로,0.046,0.014,0.6,0.004,28,18
2012,8,종로구,0.019,0.025,0.5,0.006,22,
2012,8,중구,0.019,0.021,0.4,0.002,19,
2012,8,중랑구,0.018,0.023,0.3,0.002,22,
2012,8,청계천,0.035,0.016,0.5,0.005,23,16
2012,8,청량리,0.037,0.014,0.6,0.004,30,21
2012,8,태릉,0.043,0.014,0.6,0.003,30,24
2012,7,강남구,0.027,0.018,0.5,0.004,31,
2012,7,강동구,0.021,0.025,0.3,0.005,27,
2012,7,강변북로,0.053,0.01,0.6,0.003,39,27
2012,7,강북구,0.024,0.02,0.3,0.003,37,
2012,7,강서구,0.02,0.019,0.4,0.005,27,
2012,7,공항로,0.029,0.018,0.3,0.003,31,2
2012,7,관악구,0.022,0.026,0.4,0.003,27,
2012,7,광진구,0.027,0.023,0.6,0.004,29,
2012,7,구로구,0.022,0.026,0.5,0.004,26,
2012,7,금천구,0.023,0.02,0.3,0.005,33,
2012,7,길동,0.035,0.02,0.6,0.003,32,23
2012,7,내부순환,0.029,0.024,0.4,0.003,30,15
2012,7,노원구,0.022,0.021,0.3,0.004,32,
2012,7,도봉구,0.021,0.024,0.4,0.004,25,
2012,7,동대문,0.038,0.013,0.4,0.005,27,23
2012,7,동대문구,0.025,0.022,0.6,0.004,28,
2012,7,동작구,0.021,0.02,0.3,0.006,32,
2012,7,동작대로,0.054,0.01,0.6,0.004,38,17
2012,7,마포구,0.02,0.019,0.5,0.003,27,
2012,7,서대문구,0.015,0.018,0.3,0.004,24,
2012,7,서울역,0.041,0.007,0.6,0.004,33,15
2012,7,서초구,0.023,0.027,0.6,0.004,28,
2012,7,성동구,0.013,0.02,0.3,0.004,26,
2012,7,성북구,0.013,0.02,0.5,0.003,25,
2012,7,송파구,0.021,0.023,0.5,0.003,25,
2012,7,신사동,0.032,0.016,0.7,0.003,29,17
2012,7,신촌,0.053,0.01,0.9,0.004,33,22
2012,7,양재대로,0.056,0.009,0.7,0.004,40,25
2012,7,양천구,0.022,0.019,0.3,0.004,30,
2012,7,영등포,0.051,0.009,0.7,0.006,32,21
2012,7,영등포구,0.029,0.019,0.6,0.004,29,
2012,7,용산구,0.027,0.019,0.5,0.003,27,
2012,7,은평구,0.018,0.025,0.4,0.005,26,
2012,7,종로,0.04,0.014,0.6,0.005,35,24
2012,7,종로구,0.023,0.021,0.6,0.004,28,18
2012,7,중구,0.02,0.019,0.3,0.002,24,
2012,7,중랑구,0.022,0.022,0.3,0.002,29,
2012,7,청계천,0.04,0.014,0.6,0.006,29,2
2012,7,청량리,0.044,0.01,0.6,0.003,37,26
2012,7,태릉,0.043,0.014,0.6,0.003,42,25
2012,6,강남구,0.032,0.033,0.3,0.003,41,
2012,6,강동구,0.023,0.042,0.3,0.006,38,
2012,6,강변북로,0.059,0.019,0.6,0.004,46,34
2012,6,강북구,0.024,0.036,0.3,0.004,48,
2012,6,강서구,0.022,0.03,0.4,0.006,40,
2012,6,공항로,0.032,0.031,0.3,0.005,46,26
2012,6,관악구,0.026,0.036,0.5,0.004,40,
2012,6,광진구,0.027,0.038,0.5,0.004,37,26
2012,6,구로구,0.024,0.035,0.5,0.005,41,
2012,6,금천구,0.029,0.035,0.3,0.006,47,
2012,6,길동,0.04,0.032,0.4,0.004,42,3
2012,6,내부순환,0.038,0.031,0.4,0.004,45,24
2012,6,노원구,0.021,0.037,0.3,0.005,42,
2012,6,도봉구,0.021,0.039,0.4,0.005,37,
2012,6,동대문,0.049,0.02,0.4,0.006,38,26
2012,6,동대문구,0.027,0.039,0.5,0.004,41,
2012,6,동작구,0.026,0.033,0.3,0.006,41,
2012,6,동작대로,0.063,0.018,0.6,0.004,48,22
2012,6,마포구,0.023,0.031,0.4,0.004,39,
2012,6,서대문구,0.024,0.036,0.4,0.005,36,
2012,6,서울역,0.053,0.025,0.6,0.005,47,21
2012,6,서초구,0.026,0.038,0.4,0.004,42,
2012,6,성동구,0.015,0.04,0.3,0.006,47,
2012,6,성북구,0.026,0.036,0.5,0.004,37,
2012,6,송파구,0.026,0.039,0.5,0.004,36,
2012,6,신사동,0.046,0.026,0.7,0.005,42,26
2012,6,신촌,0.063,0.018,0.8,0.005,46,3
2012,6,양재대로,0.072,0.014,0.7,0.004,51,33
2012,6,양천구,0.024,0.037,0.3,0.005,42,
2012,6,영등포,0.06,0.015,0.7,0.006,44,26
2012,6,영등포구,0.029,0.033,0.6,0.005,42,
2012,6,용산구,0.03,0.031,0.4,0.004,38,
2012,6,은평구,0.024,0.04,0.4,0.006,39,
2012,6,종로,0.055,0.026,0.5,0.005,46,3
2012,6,종로구,0.024,0.038,0.6,0.006,40,27
2012,6,중구,0.025,0.034,0.4,0.004,36,
2012,6,중랑구,0.025,0.035,0.4,0.004,41,
2012,6,청계천,0.046,0.026,0.6,0.006,43,23
2012,6,청량리,0.047,0.02,0.5,0.005,46,32
2012,6,태릉,0.048,0.025,0.6,0.004,52,35
2012,5,강남구,0.043,0.029,0.4,0.005,52,
2012,5,강동구,0.034,0.039,0.4,0.007,49,
2012,5,강변북로,0.07,0.016,0.7,0.005,59,42
2012,5,강북구,0.032,0.037,0.4,0.004,49,
2012,5,강서구,0.033,0.031,0.5,0.007,56,3
2012,5,공항로,0.044,0.028,0.4,0.006,63,32
2012,5,관악구,0.037,0.037,0.5,0.005,52,
2012,5,광진구,0.032,0.034,0.6,0.005,51,26
